# Reference      Predicted      Error          
0.00055         -0.00000        0.00055        
0.00859         0.00000         0.00859        
0.00289         0.00000         0.00289        
-0.00177        -0.00000        0.00177        
-0.00971        0.00000         0.00971        
-0.00899        0.00000         0.00899        
-0.00247        -0.00000        0.00247        
0.00515         0.00000         0.00515        
0.00631         0.00000         0.00631        
-0.04350        -0.00000        0.04350        
-0.00394        -0.00000        0.00394        
0.00109         0.00000         0.00109        
0.04634         0.00000         0.04634        
-0.00225        -0.00000        0.00225        
0.00034         0.00000         0.00034        
0.00142         -0.00000        0.00142        
0.00049         -0.00000        0.00049        
0.01300         0.00000         0.01300        
0.00387         0.00000         0.00387        
-0.00256        -0.00000        0.00256        
-0.01432        0.00000         0.01432        
-0.01116        -0.00000        0.01116        
-0.00290        -0.00000        0.00290        
0.00655         0.00000         0.00655        
0.00751         0.00000         0.00751        
-0.07687        -0.00000        0.07687        
-0.00453        -0.00000        0.00453        
0.00150         0.00000         0.00150        
0.07989         0.00000         0.07989        
-0.00246        -0.00000        0.00246        
0.00028         0.00000         0.00028        
0.00180         -0.00000        0.00180        
0.00038         -0.00000        0.00038        
0.01885         0.00000         0.01885        
0.00498         0.00000         0.00498        
-0.00349        -0.00000        0.00349        
-0.02033        0.00000         0.02033        
-0.01327        -0.00000        0.01327        
-0.00325        -0.00000        0.00325        
0.00803         0.00000         0.00803        
0.00849         0.00000         0.00849        
0.00000         -0.00000        0.00000        
0.00000         -0.00000        0.00000        
0.00000         -0.00000        0.00000        
0.00000         -0.00000        0.00000        
0.00000         -0.00000        0.00000        
0.00000         -0.00000        0.00000        
0.00000         -0.00000        0.00000        
0.00000         -0.00000        0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
-0.00068        -0.00000        0.00068        
-0.00095        -0.00000        0.00095        
0.00000         -0.00000        0.00000        
0.00163         -0.00000        0.00163        
-0.00051        -0.00000        0.00051        
0.00014         -0.00000        0.00014        
0.00024         -0.00000        0.00024        
0.00013         -0.00000        0.00013        
0.00070         0.00000         0.00070        
0.00059         0.00000         0.00059        
-0.00024        0.00000         0.00024        
-0.00105        0.00000         0.00105        
-0.00151        0.00000         0.00151        
-0.00073        0.00000         0.00073        
0.00124         0.00000         0.00124        
0.00100         0.00000         0.00100        
-0.00258        -0.00000        0.00258        
-0.00181        -0.00000        0.00181        
0.00015         -0.00000        0.00015        
0.00424         -0.00000        0.00424        
-0.00093        -0.00000        0.00093        
0.00024         -0.00000        0.00024        
0.00050         -0.00000        0.00050        
0.00019         -0.00000        0.00019        
0.00175         0.00000         0.00175        
0.00126         0.00000         0.00126        
-0.00061        0.00000         0.00061        
-0.00240        0.00000         0.00240        
-0.00303        0.00000         0.00303        
-0.00139        0.00000         0.00139        
0.00251         0.00000         0.00251        
0.00191         0.00000         0.00191        
-0.00652        -0.00000        0.00652        
-0.00259        -0.00000        0.00259        
0.00040         -0.00000        0.00040        
0.00871         -0.00000        0.00871        
-0.00128        -0.00000        0.00128        
0.00032         -0.00000        0.00032        
0.00078         -0.00000        0.00078        
0.00019         -0.00000        0.00019        
0.00325         0.00000         0.00325        
0.00202         0.00000         0.00202        
-0.00112        -0.00000        0.00112        
-0.00414        0.00000         0.00414        
-0.00454        0.00000         0.00454        
-0.00197        0.00000         0.00197        
0.00381         0.00000         0.00381        
0.00270         0.00000         0.00270        
-0.01390        -0.00000        0.01390        
-0.00330        -0.00000        0.00330        
0.00072         -0.00000        0.00072        
0.01648         -0.00000        0.01648        
-0.00157        -0.00000        0.00157        
0.00035         -0.00000        0.00035        
0.00108         -0.00000        0.00108        
0.00014         -0.00000        0.00014        
0.00530         0.00000         0.00530        
0.00289         0.00000         0.00289        
-0.00177        -0.00000        0.00177        
-0.00642        0.00000         0.00642        
-0.00603        0.00000         0.00603        
-0.00247        -0.00000        0.00247        
0.00515         0.00000         0.00515        
0.00335         0.00000         0.00335        
-0.02706        -0.00000        0.02706        
-0.00394        -0.00000        0.00394        
0.00109         -0.00000        0.00109        
0.02991         0.00000         0.02991        
-0.00180        -0.00000        0.00180        
0.00034         -0.00000        0.00034        
0.00142         -0.00000        0.00142        
0.00004         -0.00000        0.00004        
0.00806         0.00000         0.00806        
0.00387         0.00000         0.00387        
-0.00256        -0.00000        0.00256        
-0.00937        0.00000         0.00937        
-0.00749        0.00000         0.00749        
-0.00290        -0.00000        0.00290        
0.00655         0.00000         0.00655        
0.00383         0.00000         0.00383        
-0.04952        -0.00000        0.04952        
-0.00453        -0.00000        0.00453        
0.00150         0.00000         0.00150        
0.05254         0.00000         0.05254        
-0.00199        -0.00000        0.00199        
0.00028         0.00000         0.00028        
0.00180         -0.00000        0.00180        
-0.00009        -0.00000        0.00009        
0.01173         0.00000         0.01173        
0.00498         0.00000         0.00498        
-0.00349        -0.00000        0.00349        
-0.01321        0.00000         0.01321        
-0.00892        -0.00000        0.00892        
-0.00325        -0.00000        0.00325        
0.00803         0.00000         0.00803        
0.00413         0.00000         0.00413        
0.00000         -0.00000        0.00000        
0.00000         -0.00000        0.00000        
0.00000         -0.00000        0.00000        
0.00000         -0.00000        0.00000        
0.00000         -0.00000        0.00000        
0.00000         -0.00000        0.00000        
0.00000         -0.00000        0.00000        
0.00000         -0.00000        0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
