# Reference      Predicted      Error          
-145.94765      -145.95104      0.00339        
97.41573        97.40830        0.00743        
-17.23937       -17.23173       0.00764        
-6.45860        -6.47081        0.01221        
6.31214         6.25993         0.05221        
3.23275         3.28091         0.04816        
2.15074         2.18030         0.02955        
14.76196        14.76075        0.00121        
5.62788         5.64741         0.01953        
19.33119        19.33529        0.00410        
-12.18705       -12.17716       0.00988        
-20.46046       -20.49608       0.03562        
-26.14192       -26.15007       0.00814        
21.40646        21.42083        0.01437        
11.93025        11.94485        0.01460        
-2.11545        -2.12936        0.01391        
11.51181        11.51409        0.00227        
-6.14592        -6.14871        0.00279        
-0.33234        -0.32966        0.00268        
2.71681         2.72235         0.00553        
-0.33234        -0.32966        0.00268        
5.27443         5.27499         0.00056        
8.31269         8.31582         0.00313        
2.71681         2.72235         0.00553        
8.31269         8.31582         0.00313        
11.54334        11.55075        0.00741        
-11.42998       -11.42776       0.00223        
-5.60672        -5.60401        0.00270        
0.00000         0.00000         0.00000        
-5.60672        -5.60401        0.00270        
0.00000         0.00000         0.00000        
5.60672         5.60401         0.00270        
0.00000         0.00000         0.00000        
5.60672         5.60401         0.00270        
11.42998        11.42776        0.00223        
-11.54334       -11.55075       0.00741        
-8.31269        -8.31582        0.00313        
-2.71681        -2.72235        0.00553        
-8.31269        -8.31582        0.00313        
-5.27443        -5.27499        0.00056        
0.33234         0.32966         0.00268        
-2.71681        -2.72235        0.00553        
0.33234         0.32966         0.00268        
6.14592         6.14871         0.00279        
-6.24531        -6.25502        0.00971        
3.61300         3.59624         0.01676        
8.37626         8.37930         0.00304        
-4.57294        -4.58879        0.01585        
-11.70691       -11.69951       0.00740        
9.75184         9.74687         0.00497        
7.94364         7.93278         0.01086        
18.07309        18.06789        0.00520        
14.72430        14.71620        0.00810        
-11.21336       -11.18803       0.02532        
-19.99648       -19.98132       0.01516        
11.38534        11.36751        0.01783        
-6.61391        -6.61797        0.00405        
0.68704         0.68739         0.00035        
7.00133         7.00283         0.00150        
2.51814         2.52035         0.00221        
-0.62873        -0.62676        0.00197        
9.51562         9.50443         0.01119        
-5.83446        -5.82421        0.01025        
-16.67679       -16.67321       0.00358        
-4.63951        -4.64433        0.00481        
-10.56646       -10.56553       0.00093        
2.12616         2.14430         0.01814        
-0.79580        -0.79439        0.00141        
3.85034         3.87857         0.02823        
-12.68175       -12.69866       0.01691        
12.60633        12.61304        0.00671        
-8.73755        -8.74844        0.01089        
-1.12872        -1.12833        0.00039        
10.18684        10.18322        0.00362        
17.23268        17.25128        0.01860        
40.24926        40.26136        0.01210        
4.03952         4.01118         0.02834        
-7.86955        -7.86688        0.00267        
17.99786        17.99656        0.00131        
4.39028         4.39168         0.00140        
-17.80170       -17.77723       0.02448        
-72.03747       -72.05898       0.02151        
-3.04794        -3.04213        0.00581        
-0.94925        -0.94651        0.00275        
46.35983        46.37075        0.01092        
39.15653        39.15155        0.00498        
8.93803         8.92125         0.01678        
5.50198         5.50143         0.00055        
7.01094         6.98857         0.02237        
-9.90132        -9.88839        0.01293        
-24.96449       -24.97991       0.01542        
-28.99148       -29.00386       0.01238        
-38.93695       -38.94112       0.00416        
0.24220         0.26779         0.02558        
-5.53258        -5.52656        0.00601        
11.91225        11.91607        0.00381        
-20.36231       -20.34991       0.01240        
27.04312        27.04558        0.00246        
-9.40766        -9.42677        0.01910        
-42.34438       -42.31610       0.02828        
35.13644        35.12688        0.00956        
-84.52121       -84.52717       0.00596        
3.88603         3.87081         0.01521        
56.47769        56.48549        0.00780        
70.98786        71.00845        0.02058        
-13.36884       -13.36171       0.00713        
22.32870        22.30996        0.01874        
-13.00678       -12.98956       0.01723        
-14.44450       -14.44932       0.00481        
-50.81291       -50.80284       0.01007        
70.46512        70.47421        0.00909        
-10.11976       -10.12477       0.00500        
17.21086        17.19538        0.01548        
-8.88801        -8.87945        0.00856        
23.65858        23.64928        0.00929        
4.62714         4.60238         0.02476        
-63.20603       -63.20177       0.00426        
5.54103         5.56709         0.02606        
-12.89370       -12.90840       0.01470        
-14.13830       -14.11263       0.02568        
-27.46275       -27.47180       0.00905        
27.46390        27.45192        0.01199        
-2.30296        -2.28247        0.02049        
16.05313        16.05167        0.00146        
13.08135        13.06122        0.02012        
-61.67117       -61.66486       0.00631        
28.51147        28.50037        0.01110        
-0.98490        -0.97751        0.00739        
-56.19893       -56.20502       0.00609        
-12.58483       -12.58740       0.00257        
-17.55836       -17.54339       0.01496        
73.43854        73.43475        0.00379        
-2.36629        -2.35582        0.01047        
24.07453        24.06131        0.01322        
-123.51399      -123.50541      0.00859        
26.54015        26.52681        0.01334        
9.82166         9.83733         0.01567        
90.48551        90.52481        0.03930        
6.82940         6.78526         0.04414        
82.93528        82.94730        0.01202        
-20.41835       -20.42529       0.00694        
94.01838        93.98801        0.03037        
-6.49606        -6.50614        0.01009        
-72.77427       -72.75970       0.01457        
-185.79380      -185.79443      0.00062        
-20.93103       -20.91678       0.01425        
33.12002        33.12062        0.00060        
175.37088       175.36574       0.00513        
-718.48347      -719.27558      0.79212        
-69.80514       -69.81441       0.00927        
-7.29977        -7.30399        0.00422        
731.73454       732.54342       0.80888        
103.43713       103.44280       0.00567        
41.98446        41.98396        0.00050        
-57.56792       -57.57806       0.01015        
41.98446        41.98396        0.00050        
-19.81099       -19.81221       0.00122        
-119.34540      -119.35547      0.01007        
-57.56792       -57.57806       0.01015        
-119.34540      -119.35547      0.01007        
-218.51557      -218.54424      0.02868        
123.23222       123.23132       0.00091        
61.78068        61.77504        0.00564        
0.00000         0.00000         0.00000        
61.78068        61.77504        0.00564        
0.00000         0.00000         0.00000        
-61.78068       -61.77504       0.00564        
0.00000         0.00000         0.00000        
-61.78068       -61.77504       0.00564        
-123.23222      -123.23132      0.00091        
218.51557       218.54424       0.02868        
119.34540       119.35547       0.01007        
57.56792        57.57806        0.01015        
119.34540       119.35547       0.01007        
19.81099        19.81221        0.00122        
-41.98446       -41.98396       0.00050        
57.56792        57.57806        0.01015        
-41.98446       -41.98396       0.00050        
-103.43713      -103.44280      0.00567        
86.49586        86.47652        0.01934        
33.58872        33.57611        0.01261        
-10.31609       -10.25288       0.06322        
3.70615         3.70718         0.00103        
-23.66508       -23.67453       0.00945        
-41.88372       -41.89615       0.01244        
-52.96675       -52.99015       0.02340        
-192.96539      -192.89121      0.07418        
-313.07469      -313.07503      0.00035        
63.89210        63.88083        0.01127        
44.67951        44.66881        0.01070        
0.96648         0.95410         0.01238        
33.35733        33.34002        0.01730        
4.77345         4.76382         0.00963        
-32.63475       -32.61660       0.01814        
49.29983        49.28788        0.01195        
-56.94709       -56.91641       0.03068        
-99.86639       -99.83262       0.03377        
210.48585       210.48848       0.00263        
219.62149       219.57667       0.04481        
133.93963       133.91572       0.02391        
74.30240        74.29225        0.01015        
30.52587        30.52494        0.00093        
-67.09493       -67.07989       0.01503        
79.11129        79.11500        0.00370        
-39.60240       -39.62090       0.01851        
-137.72868      -137.72195      0.00673        
29.77268        29.77050        0.00218        
10.19228        10.18960        0.00267        
-16.92594       -16.92373       0.00221        
10.19228        10.18960        0.00267        
-9.50179        -9.50681        0.00502        
-36.61525       -36.61654       0.00129        
-16.92594       -16.92373       0.00221        
-36.61525       -36.61654       0.00129        
-63.60756       -63.60443       0.00313        
39.26496        39.26725        0.00229        
19.68812        19.69090        0.00278        
0.00000         0.00000         0.00000        
19.68812        19.69090        0.00278        
0.00000         0.00000         0.00000        
-19.68812       -19.69090       0.00278        
0.00000         0.00000         0.00000        
-19.68812       -19.69090       0.00278        
-39.26496       -39.26725       0.00229        
63.60756        63.60443        0.00313        
36.61525        36.61654        0.00129        
16.92594        16.92373        0.00221        
36.61525        36.61654        0.00129        
9.50179         9.50681         0.00502        
-10.19228       -10.18960       0.00267        
16.92594        16.92373        0.00221        
-10.19228       -10.18960       0.00267        
-29.77268       -29.77050       0.00218        
16.72309        16.73303        0.00994        
19.90996        19.91913        0.00917        
-18.97628       -18.98253       0.00625        
8.65577         8.65526         0.00051        
-9.91414        -9.91646        0.00232        
-52.44427       -52.45415       0.00988        
3.68681         3.68707         0.00026        
-37.22827       -37.24174       0.01347        
-91.80458       -91.82698       0.02240        
37.22039        37.22445        0.00405        
24.47570        24.47464        0.00107        
-7.08999        -7.09426        0.00427        
29.68670        29.68649        0.00022        
-6.32337        -6.32361        0.00024        
-11.62383       -11.63049       0.00666        
-3.20234        -3.19147        0.01087        
-14.61750       -14.61487       0.00263        
-37.12447       -37.13176       0.00730        
36.10348        36.11299        0.00951        
74.39625        74.40324        0.00699        
10.28933        10.28026        0.00908        
39.42988        39.44639        0.01651        
3.61706         3.62687         0.00981        
-15.88958       -15.89631       0.00673        
62.57928        62.59233        0.01306        
-28.28359       -28.28828       0.00469        
-32.25152       -32.24924       0.00228        
54.97940        54.96033        0.01908        
164.29116       164.30177       0.01060        
11.66274        11.65912        0.00363        
24.25136        24.24991        0.00145        
30.11426        30.09486        0.01940        
8.02002         8.00784         0.01218        
-134.88880      -134.85124      0.03757        
-334.31673      -334.30817      0.00855        
-94.58468       -94.55946       0.02522        
71.02389        71.03732        0.01343        
-35.17631       -35.14632       0.03000        
13.03476        13.01829        0.01647        
7.37919         7.38105         0.00186        
-22.83058       -22.82594       0.00465        
-40.37124       -40.33110       0.04013        
361.33858       361.71397       0.37539        
-3.11759        -3.14008        0.02249        
-25.29288       -25.31603       0.02315        
88.44029        88.45208        0.01178        
251.41515       251.37903       0.03612        
69.31882        69.30236        0.01647        
-9.09896        -9.09465        0.00431        
17.73146        17.72096        0.01050        
-25.03949       -25.02750       0.01199        
38.28529        38.29120        0.00591        
-6.66934        -6.69389        0.02455        
-479.89978      -480.27568      0.37590        
12.65160        12.62725        0.02434        
15.78768        15.81920        0.03152        
