# Reference      Predicted      Error          #atoms         
-209.73118      -209.68345      0.04773         64.00000       
-207.42188      -207.46731      0.04543         64.00000       
-209.22835      -209.10484      0.12350         64.00000       
-210.03232      -209.99493      0.03739         64.00000       
-206.62150      -206.61987      0.00164         64.00000       
-209.03027      -208.94011      0.09016         64.00000       
-203.91420      -204.07598      0.16178         64.00000       
-203.22793      -202.96713      0.26079         64.00000       
-209.66712      -209.60116      0.06596         64.00000       
-205.06346      -205.29167      0.22821         64.00000       
-207.69051      -207.62117      0.06934         64.00000       
-204.68834      -204.83746      0.14912         64.00000       
-207.32524      -207.32756      0.00231         64.00000       
-208.16257      -208.18353      0.02096         64.00000       
-210.10489      -209.90194      0.20295         64.00000       
-209.26129      -209.20764      0.05365         64.00000       
-205.50820      -205.48884      0.01936         64.00000       
-208.43400      -208.48036      0.04636         64.00000       
-200.81658      -201.17965      0.36307         64.00000       
-205.47688      -205.47827      0.00139         64.00000       
-207.44106      -207.53313      0.09206         64.00000       
-207.03324      -206.92528      0.10797         64.00000       
-208.23264      -208.15751      0.07513         64.00000       
-207.62176      -207.70941      0.08764         64.00000       
-209.85174      -209.64232      0.20942         64.00000       
-210.12539      -209.96598      0.15941         64.00000       
-209.12897      -209.17467      0.04570         64.00000       
-207.86962      -207.86206      0.00756         64.00000       
-208.99361      -208.84834      0.14527         64.00000       
-207.35486      -207.20245      0.15241         64.00000       
-200.61591      -200.78345      0.16754         64.00000       
-208.67890      -208.76988      0.09097         64.00000       
-208.54304      -208.33689      0.20615         64.00000       
-207.85963      -207.70549      0.15414         64.00000       
-202.77778      -202.76783      0.00995         64.00000       
-208.31155      -208.19881      0.11274         64.00000       
-208.35353      -208.21141      0.14212         64.00000       
-209.19187      -209.17461      0.01725         64.00000       
-204.82415      -205.02687      0.20272         64.00000       
-204.28296      -204.25964      0.02332         64.00000       
-206.59045      -206.39655      0.19390         64.00000       
-209.64977      -209.50665      0.14311         64.00000       
-202.34979      -202.52581      0.17602         64.00000       
-206.07619      -206.01459      0.06159         64.00000       
-204.66828      -204.56532      0.10296         64.00000       
-207.60532      -207.66437      0.05905         64.00000       
-206.67268      -206.57933      0.09335         64.00000       
-205.61066      -205.64647      0.03580         64.00000       
-208.32868      -208.24422      0.08446         64.00000       
-208.22939      -208.23827      0.00888         64.00000       
-207.95086      -207.62697      0.32389         64.00000       
-208.53130      -208.34932      0.18199         64.00000       
-209.27935      -209.25697      0.02238         64.00000       
-208.04675      -207.91836      0.12839         64.00000       
-209.16782      -209.00161      0.16621         64.00000       
-208.99886      -208.85789      0.14097         64.00000       
-205.21619      -205.10501      0.11118         64.00000       
-210.64483      -210.57070      0.07413         64.00000       
-209.60549      -209.46588      0.13961         64.00000       
-208.55909      -208.46669      0.09240         64.00000       
-204.40698      -204.37497      0.03201         64.00000       
-209.66884      -209.52157      0.14727         64.00000       
-201.82750      -202.00024      0.17274         64.00000       
-208.35874      -208.31844      0.04031         64.00000       
-209.40999      -209.26790      0.14209         64.00000       
-207.78164      -207.81696      0.03532         64.00000       
-197.19189      -197.73583      0.54394         64.00000       
-204.56070      -204.45918      0.10153         64.00000       
-204.70607      -204.65998      0.04609         64.00000       
-207.58816      -207.43419      0.15397         64.00000       
-206.36368      -206.39138      0.02771         64.00000       
-205.13242      -205.11896      0.01346         64.00000       
-206.43742      -206.45319      0.01577         64.00000       
-209.39577      -209.32566      0.07012         64.00000       
-208.45184      -208.41363      0.03821         64.00000       
-208.57591      -208.58395      0.00804         64.00000       
-209.57844      -209.47357      0.10486         64.00000       
-209.02695      -208.83691      0.19004         64.00000       
-206.18879      -206.19587      0.00708         64.00000       
-209.01090      -209.03397      0.02307         64.00000       
-205.82876      -205.85780      0.02903         64.00000       
-208.32525      -208.12316      0.20209         64.00000       
-204.40704      -204.31365      0.09339         64.00000       
-210.62472      -210.42471      0.20001         64.00000       
-209.71013      -209.58051      0.12963         64.00000       
-207.07753      -207.30243      0.22490         64.00000       
-206.82122      -206.76191      0.05931         64.00000       
-208.30747      -208.48668      0.17921         64.00000       
-205.85983      -205.78370      0.07613         64.00000       
-204.11657      -204.71457      0.59800         64.00000       
-207.35564      -207.23074      0.12491         64.00000       
-208.28337      -208.46603      0.18266         64.00000       
-201.69158      -201.74276      0.05119         64.00000       
-209.07498      -208.90846      0.16651         64.00000       
-204.16623      -204.15721      0.00902         64.00000       
-208.71137      -208.77555      0.06418         64.00000       
-209.13224      -209.03046      0.10178         64.00000       
-208.54626      -208.49223      0.05403         64.00000       
-202.76830      -202.75873      0.00957         64.00000       
-210.58057      -210.37179      0.20878         64.00000       
-206.73953      -206.66418      0.07535         64.00000       
-208.64248      -208.51412      0.12835         64.00000       
-208.48201      -208.24321      0.23880         64.00000       
-207.57670      -207.43627      0.14043         64.00000       
-206.37501      -206.22140      0.15361         64.00000       
-210.17624      -210.11737      0.05887         64.00000       
-208.75916      -208.61831      0.14085         64.00000       
-206.32195      -206.38298      0.06103         64.00000       
-201.05489      -200.94403      0.11086         64.00000       
-203.00627      -203.00303      0.00324         64.00000       
-203.62368      -203.56265      0.06103         64.00000       
-207.26191      -207.50680      0.24490         64.00000       
-209.41385      -209.30544      0.10840         64.00000       
-209.90902      -209.79428      0.11474         64.00000       
-202.97318      -203.19963      0.22645         64.00000       
-206.63545      -206.81145      0.17599         64.00000       
-207.72971      -207.49208      0.23762         64.00000       
-207.79212      -207.73244      0.05967         64.00000       
-210.20146      -210.09711      0.10435         64.00000       
-208.07433      -207.87881      0.19552         64.00000       
-208.79155      -208.72526      0.06630         64.00000       
-209.00853      -209.00414      0.00439         64.00000       
-203.40489      -203.61527      0.21038         64.00000       
-201.76126      -201.81438      0.05312         64.00000       
-208.50863      -208.35344      0.15519         64.00000       
-209.46585      -209.25434      0.21151         64.00000       
-208.16525      -207.97985      0.18539         64.00000       
-207.61844      -207.68153      0.06309         64.00000       
-208.87934      -208.66959      0.20976         64.00000       
-208.51878      -208.46249      0.05629         64.00000       
-206.08862      -206.03701      0.05161         64.00000       
-207.42154      -207.55204      0.13051         64.00000       
-210.13523      -209.96248      0.17276         64.00000       
-208.32849      -208.31246      0.01602         64.00000       
-202.12637      -202.18260      0.05624         64.00000       
-208.52198      -208.54603      0.02405         64.00000       
-207.21014      -207.12588      0.08426         64.00000       
-210.19181      -210.01233      0.17948         64.00000       
-205.92392      -205.87434      0.04958         64.00000       
-199.86297      -199.93786      0.07488         64.00000       
-209.46441      -209.44430      0.02011         64.00000       
-210.17888      -210.04255      0.13634         64.00000       
-206.71695      -206.63809      0.07886         64.00000       
-204.36523      -204.57458      0.20935         64.00000       
-209.93102      -209.81199      0.11903         64.00000       
-209.11775      -209.02359      0.09415         64.00000       
-199.12768      -199.16582      0.03814         64.00000       
-204.49858      -204.61495      0.11637         64.00000       
-207.72442      -207.53624      0.18818         64.00000       
-196.11411      -196.44753      0.33342         64.00000       
-209.96135      -209.77640      0.18495         64.00000       
-207.12576      -206.99599      0.12977         64.00000       
-207.78258      -207.61103      0.17155         64.00000       
-209.19831      -209.15324      0.04508         64.00000       
-201.87881      -203.31227      1.43345         64.00000       
-208.82972      -208.69193      0.13779         64.00000       
-209.81285      -209.64828      0.16457         64.00000       
-209.52106      -209.50695      0.01411         64.00000       
-208.63944      -208.56902      0.07042         64.00000       
-197.60212      -198.07019      0.46807         64.00000       
-208.65506      -208.70963      0.05457         64.00000       
-209.37601      -209.29637      0.07964         64.00000       
-207.18610      -207.12209      0.06401         64.00000       
-210.12558      -209.77788      0.34770         64.00000       
-208.06169      -207.94151      0.12018         64.00000       
-210.15989      -210.05750      0.10239         64.00000       
-192.96164      -193.18266      0.22102         64.00000       
-209.19920      -209.10356      0.09564         64.00000       
-205.79797      -205.71234      0.08564         64.00000       
-209.06586      -208.93567      0.13019         64.00000       
-209.29959      -209.25609      0.04350         64.00000       
-208.29415      -208.09610      0.19805         64.00000       
-203.27548      -203.58882      0.31334         64.00000       
-209.76499      -209.62945      0.13555         64.00000       
-196.57744      -196.33909      0.23835         64.00000       
-210.62873      -210.57478      0.05395         64.00000       
-201.98985      -202.17091      0.18106         64.00000       
-203.00737      -202.91720      0.09017         64.00000       
-202.57730      -202.45259      0.12471         64.00000       
-205.86140      -205.93774      0.07633         64.00000       
