# Reference      Predicted      Error          
-1794.71782     -1791.74241     2.97541        
2047.18495      2040.15646      7.02849        
656.95283       650.65367       6.29916        
387.19731       371.73893       15.45838       
-1667.49317     -1668.06083     0.56766        
668.50326       667.57329       0.92997        
-22.74673       -24.63454       1.88781        
-16.35731       -17.13499       0.77768        
-2464.83697     -2470.54393     5.70696        
1316.93471      1310.16670      6.76801        
-94.90733       -97.60418       2.69685        
-46.25570       -46.55408       0.29838        
-2408.32685     -2404.17908     4.14777        
-17.82069       -8.45716        9.36352        
-1631.37225     -1630.79404     0.57821        
-1158.00856     -1149.76339     8.24517        
-3939.28987     -3928.41640     10.87348       
2359.58000      2358.02763      1.55237        
431.75658       424.80935       6.94722        
733.33046       738.41129       5.08083        
-329.11031      -321.60870      7.50162        
1425.52943      1423.47233      2.05710        
-6.10377        -6.10442        0.00065        
8.30798         8.27480         0.03317        
-1422.49696     -1420.19074     2.30621        
306.29310       299.40545       6.88765        
7.58638         7.57593         0.01045        
-0.02111        -0.03565        0.01455        
-340.10424      -334.85948      5.24476        
624.40916       623.51092       0.89824        
-427.96251      -420.93261      7.02990        
-666.61406      -665.58640      1.02766        
-2568.17252     -2566.60956     1.56296        
1693.81627      1691.25861      2.55766        
1000.79026      1000.14158      0.64868        
1997.31303      1997.16880      0.14423        
407.10556       408.57832       1.47276        
1475.35387      1474.31906      1.03481        
-11.20604       -11.19002       0.01603        
-10.80392       -10.80838       0.00446        
-1468.15572     -1466.34330     1.81242        
711.03898       709.97008       1.06889        
-4.46826        -4.43930        0.02895        
16.65599        16.66795        0.01196        
-714.73829      -713.70533      1.03296        
-734.08353      -740.43058      6.34704        
-999.85326      -998.61099      1.24228        
-2088.40792     -2095.45361     7.04569        
-1418.17074     -1415.53671     2.63402        
5882.67635      5882.99859      0.32223        
2091.28715      2087.76531      3.52184        
1404.38417      1403.21764      1.16653        
204.17680       195.44372       8.73308        
2555.47260      2552.46004      3.01256        
58.04380        64.12123        6.07742        
87.11888        96.86065        9.74177        
-870.11530      -870.31660      0.20129        
2023.12159      2020.71613      2.40546        
44.69271        44.79876        0.10605        
79.08717        80.80218        1.71501        
-877.29278      -867.78362      9.50916        
-354.59514      -358.22277      3.62763        
-1133.78810     -1127.30454     6.48356        
-677.46447      -676.81232      0.65215        
-2114.55695     -2112.03716     2.51979        
270.87346       279.34564       8.47218        
119.56460       123.80488       4.24028        
120.71591       124.93541       4.21950        
-146.70306      -150.94364      4.24058        
119.56460       123.80488       4.24028        
-32.02341       -32.02069       0.00272        
-31.00433       -31.01590       0.01157        
-298.39300      -306.87438      8.48139        
120.71591       124.93541       4.21950        
-31.00433       -31.01590       0.01157        
-29.97693       -30.01058       0.03365        
-297.25079      -305.76059      8.50980        
-146.70306      -150.94364      4.24058        
-298.39300      -306.87438      8.48139        
-297.25079      -305.76059      8.50980        
-564.26854      -581.25198      16.98344       
302.45729       310.94376       8.48646        
151.11966       155.37100       4.25135        
152.23602       156.45755       4.22153        
0.54548         0.53684         0.00864        
151.11966       155.37100       4.25135        
-0.49077        -0.47663        0.01414        
0.50889         0.49955         0.00934        
-151.16902      -155.41821      4.24919        
152.23602       156.45755       4.22153        
0.50889         0.49955         0.00934        
1.50836         1.47684         0.03151        
-150.05331      -154.33041      4.27709        
